Nom,Adreça,Districte,Barri,Codi Postal,Telèfon,Telèfon 2,Latitud,Longitud,Web
Restaurant La Parrilla,Carrer Amigó 62,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932094110,,41.396771961111114,2.142732,
Bar Restaurant Don Zangano,Carrer Amigó 74,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932094129,,41.39745632222222,2.1418512777777776,
Restaurant Vol de Nit,Carrer Anglí 4,Sarrià-Sant Gervasi,les Tres Torres,08017,+34 932039181,,41.39823899444444,2.1278901666666665,
Restaurant Ca La Nuri Eixample *Consell de Cent,Carrer Consell de Cent 377,Eixample,la Dreta de l'Eixample,08009,+34 932155523,+34 934871058,41.393736088888886,2.169034111111111,http://www.calanuri.com
Umma Gumma,Carrer Aragó 595,Sant Martí,el Camp de l'Arpa del Clot,08026,+34 932458033,,41.40814104722222,2.18599175,
Bar Restaurant Rincón,Carrer Arbós 4,Horta-Guinardó,la Font d'en Fargues,08032,+34 933573085,,41.42153398611111,2.158957722222222,
Restaurant Pizzeria La Pizza Nostra,Carrer Montcada 29,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933199058,,41.384539680555555,2.1817947777777777,
Bar Kentucky,Arc del Teatre 11,Ciutat Vella,el Raval,08001,+34 933182878,,41.37770655277778,2.174696,
Bar Restaurant  l'Ovella Negra,Carrer Sitges 5,Ciutat Vella,el Raval,08001,+34 933171087,,41.38445961944444,2.1695940277777774,
Bar Restaurant Noni,Carrer Arenys 21,Horta-Guinardó,la Teixonera,08035,+34 934174673,,41.422007952777776,2.1422234444444443,
Restaurant La Flauta,Carrer Aribau 23,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 933237038,,41.38690949722222,2.1611048888888886,
Restaurant El Puma,Carrer Aribau 44,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934541913,,41.387709477777776,2.1604122777777777,
Restaurant Japonès Yamadori,Carrer Aribau 68 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934539264,+34 934513655,41.38886756388889,2.158884111111111,http://www.yashimtagrupo.com
Restaurant Chicoa S.A.,Carrer Aribau 73,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934538532,+34 934531123,41.389261858333334,2.157997611111111,
Bar Restaurant Racó d'en Balta,Carrer Aribau 125,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934531044,+34 934548348,41.391340988888885,2.1552463055555555,http://www.racodenbalta.com
Bar Ros Negre,Aribau 167,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934395758,,41.3930922,2.15288675,
Restaurant El Patio Andaluz *Aribau,Carrer Aribau 242,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932093378,,41.395777025,2.1497253888888888,
Bar Restaurant La Soca,Carrer Aribau 280,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932009136,,41.397889488888886,2.147435861111111,
Restaurant Cerveseria O'Brindis,Carrer Aribau 282,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932095530,,41.398063844444444,2.1472397777777776,
Restaurant Arizala 60,Arizala 60,Les Corts,la Maternitat i Sant Ramon,08028,+34 933339146,,41.37844099722222,2.123846277777778,
Bar Restaurant Jumilla,Carrer Artesa de Segre 6,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 934173007,,41.40318369722222,2.1347768055555556,
Bar Maria Castaña,Via Augusta 53,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932170985,+34 932182590,41.398138180555556,2.1531310277777775,
Bar Restaurant Torrotito,Via Augusta 101,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932184156,,41.40100790555555,2.1493082777777777,
Restaurant Fort Pienc,Ausias Marc 0077,Eixample,el Fort Pienc,08013,+34 932656028,,41.394292875,2.1793708888888887,
Bar Restaurant Bierzo,Carrer Ausiàs Marc 138,Eixample,el Fort Pienc,08013,+34 932311420,,41.39757304166667,2.1841246944444443,
Bar Restaurant Piratas,Carrer Ausias Marc 157,Eixample,el Fort Pienc,08013,+34 932457642,,41.39784709166667,2.1841205555555554,
Restaurant El Gallo Quirico,Carrer Avinyó 19,Ciutat Vella,el Barri Gòtic,08002,+34 933010280,,41.38105225,2.1770046111111108,
Bar Casa El Agüelo,Avingudainyó 0037,Ciutat Vella,el Barri Gòtic,08002,+34 933102325,,41.38030763611111,2.179155722222222,
Restaurant Pitarra,Carrer Avinyó 56,Ciutat Vella,el Barri Gòtic,08002,+34 933011647,+34 933018562,41.380238480555555,2.179166472222222,http://www.restaurantpitarra.cat
Bar Restaurant Rodeo,Carrer Badal 50,Sants-Montjuïc,la Bordeta,08014,+34 934213910,,41.36769998055556,2.1339270277777778,
Restaurant O'Bierzo,Carrer Vila i Vilà 73,Sants-Montjuïc,el Poble Sec,08004,+34 934418204,,41.37409187777778,2.1688276944444445,http://www.obierzo.com
Restaurant Soulet,Carrer Bailèn 122,Eixample,la Dreta de l'Eixample,08009,+34 934589872,,41.39797259722222,2.169397083333333,
Restaurant Mesón La Tinaja,Carrer Bailèn 206 bxs,Gràcia,el Camp d'en Grassot i Gràcia Nova,08037,+34 932073624,,41.402067091666666,2.16408175,
Cerveseria Snack Bar Seven,Carrer Balmes 64,Eixample,la Dreta de l'Eixample,08007,+34 934875216,,41.389751258333334,2.1622268055555556,
Bar Restaurant La Brochette,Carrer Balmes 122,Eixample,la Dreta de l'Eixample,08008,+34 932158944,,41.3929944,2.157935833333333,
Restaurant Trattoria Topogigio,Carrer Balmes 139,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 932183193,,41.393679891666665,2.1566721944444445,
Bar Restaurant Baztan,Carrer Balmes 147,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 932171155,,41.393841530555555,2.1561345833333334,
Cervesseria Restaurant Tra-Bal,Carrer Balmes 203,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932373509,,41.39776523333333,2.1515389166666665,
Restaurant Creperie Bretonne,Carrer Balmes 274,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932173048,,41.400923980555554,2.1481261666666667,
Restaurant La Carreta,Carrer Balmes 358,Sarrià-Sant Gervasi,el Putxet i el Farró,08006,+34 934185784,+34 934181376,41.40390738611111,2.142312638888889,
Bar Bavara,Balmes 0470,Sarrià-Sant Gervasi,el Putxet i el Farró,08022,+34 934170649,,41.41003151666666,2.1374624166666667,
Bar Restaurant Hermanos Loureido,Carrer Basses de Sant Pere 10,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933193029,,41.388581188888885,2.1801399166666666,
Bar Restaurant La Cova Fumada,Carrer Baluard 56 bxs,Ciutat Vella,la Barceloneta,08003,+34 932214061,,41.379300244444444,2.1891936666666663,
Restaurant Ciutat Comtal,Carrer Banys Nous 8,Ciutat Vella,el Barri Gòtic,08002,+34 933022102,,41.38217306666667,2.1751691666666666,
Bar Restaurant El Portalon,Carrer Banys Nous 20,Ciutat Vella,el Barri Gòtic,08002,+34 933021187,,41.38287701666667,2.174607472222222,
Restaurant Egipte-Rambla,Carrer la Rambla 79,Ciutat Vella,el Raval,08002,+34 933179545,+34 933181544,41.381430091666665,2.172774472222222,http://www.egipte_rambla.com
Bar Bocatta *La Rambla,Carrer la Rambla 89,Ciutat Vella,el Raval,08002,+34 934123098,,41.38192496111111,2.1723339444444445,http://www.bocatta.es
Restaurant Viena *La Rambla,Carrer la Rambla 115 bxs,Ciutat Vella,el Raval,08002,+34 933171492,+34 933424198,41.38414511111111,2.170722777777778,http://www.viena.es
Restaurant La Poma,Carrer la Rambla 117,Ciutat Vella,el Raval,08002,+34 933019400,+34 933010035,41.38434323055556,2.170566194444444,http://www.restaurantelapoma.com
Bar Pans & Company *La Rambla,Carrer la Rambla 123,Ciutat Vella,el Raval,08002,+34 933016621,+34 934120768,41.38462553888889,2.1703563888888886,http://www.pansandcompany.com
Restaurant Moka,la Rambla 126,Ciutat Vella,el Barri Gòtic,08002,+34 933026886,+34 933186948,41.38409141388889,2.171281611111111,
Bar Restaurant Baviera,Carrer la Rambla 127,Ciutat Vella,el Raval,08002,+34 933026063,+34 933040147,41.384956386111114,2.1701017777777776,
Bar Restaurant Núria *La Rambla,Carrer la Rambla 133,Ciutat Vella,el Raval,08002,+34 933023847,+34 933174377,41.38521851666667,2.1699009166666667,http://www.nuria.com
"Bar Burger King *Rambla, 135",Carrer la Rambla 135,Ciutat Vella,el Raval,08002,+34 934813530,+34 933015836,41.385292783333334,2.169844555555555,
Restaurant O'Eiro,Berlín 55,Les Corts,les Corts,08029,+34 933214707,,41.383452575,2.1391229444444444,
Restaurant Claudia,Carrer Bigai 3,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 932112070,,41.405004425,2.132578638888889,
Bar Restaurant Cadí 2,Carrer Bolívia 340,Sant Martí,el Besòs i el Maresme,08019,+34 933081947,,41.416048330555554,2.208827861111111,
Restaurant Creperia Crep Nova,Passeig Bonanova 12,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 932115597,,41.406055663888885,2.131507111111111,
Restaurant Asador del Mar,Carrer Bori i Fontestà 45,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08017,+34 932012577,+34 934143622,41.39246398888889,2.137280222222222,http://www.monchos.com
Restaurant La Carassa,Carrer Brosolí 1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933103306,,41.38386118611111,2.180482083333333,
Restaurant El Asador de Burgos,Carrer Bruc 118,Eixample,la Dreta de l'Eixample,08009,+34 932073160,,41.396273655555554,2.1671212222222223,
Café Arabia,Carrer Bruniquer 38,Gràcia,la Vila de Gràcia,08024,+34 932133050,,41.40496543888889,2.1612940277777777,
Restaurant Patxi,Carrer Bonavista 21,Gràcia,la Vila de Gràcia,08012,+34 932172157,,41.3984023,2.159794277777778,
Restaurant Cafeteria Piper's,Carrer Buenos Aires 42,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934305154,+34 934390231,41.39221051111111,2.1469714166666667,
Restaurant Santiaguiño,Carrer Buenos Aires 2*4 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08029,+34 934103022,+34 934192115,41.39089918611111,2.1451611111111113,http://www.santiaguino.com
Restaurant Eucaliptus,Carrer Bonsuccés 4,Ciutat Vella,el Raval,08001,+34 933021824,,41.38441071111111,2.170289111111111,http://www.eucaliptus.com
Bar Restaurant Julivert Meu,Carrer Bonsuccés 7,Ciutat Vella,el Raval,08001,+34 933180343,,41.38426831111111,2.1701705833333333,
Restaurant Bioasis,Carrer Bonsuccés 8,Ciutat Vella,el Raval,08001,+34 933041559,,41.38433344166667,2.1701578055555553,
Restaurant La Fragua,Rambla Raval 15,Ciutat Vella,el Raval,08001,+34 934428097,,41.37924691388889,2.1691652777777777,
Restaurant La Queixalada d'en Xavi,Carrer Calàbria 31,Eixample,Sant Antoni,08015,+34 933254448,,41.37649325833333,2.159077583333333,http://www.laqueixaladadenxavi.com
Restaurant Xinès Hong-Kong,Carrer Calàbria 164,Eixample,la Nova Esquerra de l'Eixample,08015,+34 932260753,,41.38251763611111,2.151469777777778,
Restaurant La Font del Bosc,Carrer Calàbria 171,Eixample,la Nova Esquerra de l'Eixample,08015,+34 932266042,+34 932264253,41.382647419444446,2.1509359999999997,http://www.lafontdelbosc.com
Bar Restaurant Pizzeria La Bella Napoli,Carrer Calàbria 232,Eixample,la Nova Esquerra de l'Eixample,08029,+34 933229858,,41.38598286388889,2.1468783333333334,
Bar Restaurant El Lagarto de Jaen,Carrer Calderón de la Barca 71,Horta-Guinardó,el Carmel,08032,+34 934293149,,41.421272027777775,2.1564123333333334,
Restaurant Xinès Orquidea,Carrer Calvet 14,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932099539,+34 932005011,41.393723533333336,2.144874888888889,
La Flama,Carreralvet 0014,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932090750,,41.393723533333336,2.144874888888889,
Restaurant Marisqueria Marisk,Carrer Calvet 27,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932006796,,41.3947051,2.1433175277777776,http://www.marisk.net
Bar Restaurant Kentucky Fried Chicken *F Macià,Plaça Francesc Macià 8,Eixample,l'Antiga Esquerra de l'Eixample,08029,+34 934109231,,41.39221535833333,2.144740722222222,
Restaurant Bar Indians,Carrer Campo Florido 52,Sant Andreu,el Congrés i els Indians,08027,+34 933527262,,41.42163551388889,2.1811572777777775,
Restaurant Canet,Carrer Canet 38,Sarrià-Sant Gervasi,Sarrià,08017,+34 932050768,,41.398785124999996,2.1236948333333334,http://www.canetsarria.es
Restaurant Garlana,Carrer Capità Arenas 27,Les Corts,Pedralbes,08034,+34 932039768,,41.39110924444444,2.1255860277777776,
Bar Puzzler's,Gran Via Carles III 93*95,Les Corts,la Maternitat i Sant Ramon,08028,+34 933302270,,41.386391358333334,2.126331583333333,
Bar Méndez,Rambla Carmel 70,Horta-Guinardó,el Carmel,08032,+34 934201042,,41.423519049999996,2.157970722222222,
Restaurant Quo Vadis,Carrer Carme 7,Ciutat Vella,el Raval,08001,+34 933024072,+34 933010435,41.382685583333334,2.171150222222222,http://www.restaurantquovadis.com
Restaurant Nou Miño,Carrerarme 0019,Ciutat Vella,el Raval,08001,+34 933101005,,41.38243469444444,2.1707145277777777,
Bar Muy buenas,Carrer Carme 63,Ciutat Vella,el Raval,08001,+34 934425053,,41.380907819444445,2.168012083333333,
Restaurant Mesón David,Carrer Carretes 63,Ciutat Vella,el Raval,08001,+34 934415934,,41.376803475,2.168512444444444,
Restaurant Cafetetia Jardí,Carrer Cartagena 217,Eixample,la Sagrada Família,08013,+34 932326401,,41.406312022222224,2.1805578333333333,
Bar Cuatro Puertas,Carrerartellà 60,Nou Barris,Vilapicina i la Torre Llobeta,08031,+34 934294930,,41.428294699999995,2.170878138888889,
Bar Restaurant Chapolín,Carrera l'Alegre 4,Gràcia,Vallcarca i els Penitents,08023,+34 934186073,+34 934189961,41.41676993888888,2.139978222222222,
Restaurant Reguant,Carrer Casanova 15 bxs,Eixample,Sant Antoni,08011,+34 934246348,+34 934242146,41.382530458333335,2.1623827777777778,
Bar Taverna de Mastia,Carrerasanova 0022,Eixample,Sant Antoni,08011,+34 933231139,,41.38311613888889,2.162018944444444,
Xarcuteria - Càtering Les Gourmets,Carrer Casanova 118*120,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 933231959,,41.38784265555555,2.155714777777778,http://www.lesgourmets.es
Restaurant Slavia,Carrer Casanova 189,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934391710,,41.39258153888889,2.1490850277777778,
Restaurant El Mussol *Casp,Carrer Casp 19,Eixample,la Dreta de l'Eixample,08010,+34 933017610,+34 934126030,41.38935563611111,2.1705158888888887,http://www.angrup.com
Restaurant La Fogaccia,Carrer Castellnou 44,Sarrià-Sant Gervasi,les Tres Torres,08017,+34 932806434,,41.39627117777778,2.1290583055555556,
Bar Gines,Carrerastillejos 373,Horta-Guinardó,el Baix Guinardó,08025,+34 934365128,,41.41141991944444,2.171667472222222,
Bar Restaurant Kentucky Fried Chicken *Pl Catalunya,Plaça Catalunya 8,Eixample,la Dreta de l'Eixample,08007,+34 934125484,,41.387085191666664,2.168387861111111,
Bar Restaurant Matamala,Rambla Catalunya 13,Eixample,la Dreta de l'Eixample,08007,+34 933026631,,41.388010066666666,2.1673658055555554,http://www.matamalarestaurant.com
Forn de Sant Jaume,Rambla Catalunya 50,Eixample,la Dreta de l'Eixample,08007,+34 932160229,,41.39067182777778,2.164272361111111,
Bar Restaurant La Bodegueta,Rambla Catalunya 100,Eixample,la Dreta de l'Eixample,08008,+34 932154894,,41.393534377777776,2.1603420555555553,
Restaurant Cal Lluís,Carrer Cera 49,Ciutat Vella,el Raval,08001,+34 934411187,+34 934420456,41.37811270277778,2.1653089166666666,
Restaurant Pizzeria Les Nenes,Carrer Sardenya 207,Eixample,el Fort Pienc,08013,+34 932453116,,41.39898203055556,2.1789817777777776,
Restaurant Rincón de León,Carrer Sardenya 304,Eixample,la Sagrada Família,08013,+34 932462414,,41.40232928333333,2.174921361111111,
Bar Restaurant Can Sole,Passeig Colom 17,Ciutat Vella,el Barri Gòtic,08002,+34 933026174,,41.37881345833333,2.179820722222222,
Restaurant Sailor,Passeig Colom 7,Ciutat Vella,el Barri Gòtic,08002,+34 933107031,,41.38041348888889,2.181026333333333,
Café Restaurant La Flor del Norte,Passeig Colom 10,Ciutat Vella,el Barri Gòtic,08002,+34 933152659,,41.380083791666664,2.1807636944444444,
Restaurant Rias Baixas,Carreromandant Benitez 31,Les Corts,la Maternitat i Sant Ramon,08028,+34 933303091,,41.379740866666666,2.126822138888889,
Restaurant Tragaluz,Passatge Concepció 5,Eixample,la Dreta de l'Eixample,08008,+34 934870621,+34 934877083,41.39472680555556,2.1604045555555556,http://www.grupotragaluz.com
Restaurant Taverna Can Margarit,Carrer Concòrdia 21,Sants-Montjuïc,el Poble Sec,08004,+34 934416723,,41.37317449444444,2.160032972222222,
Restaurant Japonès Tokyo Sushi,Carrer Comtal 20,Ciutat Vella,el Barri Gòtic,08002,+34 933176180,+34 933176115,41.38652019166667,2.1734545555555553,
Bar Restaurant El Pollo Campero,Carrer Nou de la Rambla 46,Ciutat Vella,el Raval,08001,+34 933299522,,41.37760544722222,2.172630333333333,
Restaurant Can Miseries,Carrer Comte Borrell 106,Eixample,Sant Antoni,08015,+34 934547837,,41.380864525,2.158172527777778,
Restaurant As Vieiras,Carrer Comte Borrell 171,Eixample,la Nova Esquerra de l'Eixample,08015,+34 934531125,,41.38353182777778,2.154282333333333,
Restaurant Mimmo's,Carreromte de Güell 0056,Les Corts,la Maternitat i Sant Ramon,08028,+34 934495201,,41.37641497222222,2.1233931666666668,
Restaurant Bar Bodega Casa Jaume,Carrer Consell de Cent 222,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934533080,,41.38592543055555,2.159021,
Bar Restaurant Pica-Pica,Carrer Consell de Cent 233,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934512982,,41.385883630555554,2.158602138888889,
Restaurant Casa Dario,Carrer Consell de Cent 256,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934533135,+34 934513395,41.387550258333334,2.1611806666666666,http://www.casadario.com
Bar Cerveseria d'Or,Carreronsell de Cent 339,Eixample,la Dreta de l'Eixample,08007,+34 934881748,,41.39053021111111,2.1647725277777776,
Restaurant El Rodizio,Carrer Consell de Cent 403,Eixample,la Dreta de l'Eixample,08009,+34 932655112,,41.395351130555554,2.171186972222222,
Xapacó,Carreronsell de Cent 411 Baix,Eixample,la Dreta de l'Eixample,08009,+34 932653436,,41.39560991111111,2.171531611111111,
Bodega de l'Avi Manel,Carrer Consell de Cent 416,Eixample,la Dreta de l'Eixample,08009,+34 932453393,,41.39716175833333,2.173971361111111,
Bar Restaurant Mesón el Paco,Carrer Consell de Cent 575,Eixample,la Sagrada Família,08013,+34 932658925,,41.404627641666664,2.1835622499999996,
Restaurant La Llimona,Carreronstança 6,Les Corts,les Corts,08029,+34 934303562,,41.38791828055555,2.136315777777778,
Cafeteria Restaurant El Pibe,Carrer Copons 2,Ciutat Vella,el Barri Gòtic,08002,+34 933181078,,41.38556396388889,2.175218833333333,
Bar Orlyt,Carreròrsega 203,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934103026,,41.39063716388889,2.151335083333333,
Restaurant Japonès Koyuki,Carrer Còrsega 242,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 932378490,,41.39296734444444,2.154807111111111,
Restaurant Cafeteria El Vell Camembert,Carrer Còrsega 272,Eixample,la Dreta de l'Eixample,08008,+34 932173483,,41.394346605555555,2.156638638888889,
Restaurant Cafeteria Justinianus,Carrer Còrsega 300,Eixample,la Dreta de l'Eixample,08008,+34 932375731,,41.39556402777778,2.158244388888889,http://www.justinianus.es
Restaurant Japonès Yu Ja,Carrer Còrsega 343,Gràcia,la Vila de Gràcia,08037,+34 932375310,,41.397955494444446,2.1610365277777777,
Restaurant Xinès Zhao Yang,Carrer Còrsega 391,Gràcia,la Vila de Gràcia,08037,+34 934592962,,41.39970279722222,2.1633490833333333,
Crem Café,Carreròrsega 0518,Eixample,la Sagrada Família,08025,+34 934556850,,41.405420802777776,2.1713302777777774,
